smile,flavor
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,bitter
C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[NH4+],bitter
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,odorless
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,bitter
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,sweet
C1=C(C=C(C(=C1I)O)C(=O)O)I,bitter
COC(=O)C1=CC=CC=C1N,bitter
CCN(CC)CC(C)(C)COC(=O)C(CO)C1=CC=CC=C1.OP(=O)(O)O,bitter
COC1=CC(=CC(=C1O)OC)C=O,sweet
COC1=CC=CC=C1C=O,bitter
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,bitter
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,bitter
CCOC1=C(C=C(C=C1)[N+](=O)[O-])N,sweet
CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Ca+2],bitter
C(CC(=O)O)C(C(=O)O)N.Cl,odorless
C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2],sweet
C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+],odorless
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,bitter
CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,sweet
C1=CC(=C(C=C1C=O)O)O,bitter
CC(=O)OCC1=CC=CC=C1,bitter
CC(C)CC(=O)OCCC1=CC=CC=C1,bitter
C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-],sweet
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,bitter
COC1=CC=C(C=C1)CC=C,sweet
CC(CCCC(=C)C)CCOC(=O)C,bitter
CCC(=O)OCCC(C)CCC=C(C)C,bitter
CCCC(=O)OCCC(C)CCC=C(C)C,sweet
CC(CCC=C(C)C)CCO,bitter
CCOC(=O)C,sweet
CC(=CC(=O)C)C,sweet
CCCCCCC(=O)OCC=C,sweet
CCCCCCC,sweet
CCCCCCOC(=O)C,bitter
CCCCCCCCCO,bitter
CCCCCCCCCOC(=O)C,bitter
COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,bitter
COC(C(C=O)O)C(C(CO)O)O,sweet
C1CC(NC1)C(=O)O,sweet
C(C(C(CO)O)O)O,sweet
CCOC1=CC=C(C=C1)NC(=O)N,sweet
COC1=CC=C(C=C1)O,bitter
COC1=CC=C(C=C1)OC,bitter
C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+],odorless
CC(=O)OC(C)(C)CC1=CC=CC=C1,sweet
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],odorless
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,bitter
C1=CC=C2C(=C1)C=NC=N2,bitter
C1=CN=CC=N1,sweet
C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2],odorless
CN1CCC=C(C1)C(=O)OC.Br,bitter
CC(=O)[O-].CC(=O)[O-].[Pb+2],sweet
CC[N+](C)(C)C1=CC(=CC=C1)O.[Br-],bitter
CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,bitter
CC(=O)OCC1=CC2=C(C=C1)OCO2,bitter
CCCCC(C(=O)O)N,bitter
CC(=O)C1=CN=CC=C1,sweet
CC1=CC=C(C=C1)F,bitter
COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,bitter
CC(=CCCC(=O)C)C,bitter
CC1=C(C(CCC1)(C)C)C=O,sweet
CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=CC(=O)OC=C5)C)C)OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O)O,bitter
C(=O)([O-])[O-].[Ca+2],odorless
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,bitter
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O,odorless
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,bitter
C1=CC=C2C(=C1)C=C(O2)C(=O)O,bitter
C(=O)([O-])[O-].[Na+].[Na+],odorless
CC1CCC(CC1)C(C)(C)O,sweet
C1=CC(=CC=C1CCO)O,sweet
C1CCCC(=O)CCC1,bitter
CSCCCO,sweet
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6O)(C(C5O)OC)O)O)OC)OC)O)COC,bitter
COC1=CC2=C(C=C1)N3C4C25CCN6C5CC7C4C(CC3=O)OCC=C7C6,bitter
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,bitter
CCC(CC)(C(=O)N)Br,bitter
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,sweet
CC1(C2CC=C(C1C2)CO)C,sweet
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,bitter
C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],bitter
C1CC2=CC=CC=C2C(=O)C1,bitter
COC1=CC2=C(C=C1)C=CC(=O)O2,sweet
CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1.Cl,bitter
CC1=CC=CC=C1OC(=O)C,sweet
CC(OC)OC,sweet
CC1=CC=C(C=C1)C(C)O,sweet
C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl,bitter
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,odorless
CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],bitter
CCCCC(=O)OCC,sweet
CCOC(=O)CCC(=O)C,sweet
CCCC(=O)OCC(C)C,sweet
CCCCCC(=O)OCCCCC,sweet
CCCCCOC(=O)CCC,sweet
CCC(=O)OCC(C)C,bitter
C[N+](C)(C)CCCCC[N+](C)(C)C.[Br-].[Br-],bitter
CC1CCCCCCCCCCCCC(=O)C1,sweet
CC(C)COC=O,sweet
CCCCCC(C)O,bitter
CC(=CCN=C(N)N)C,bitter
C(CC#N)CC#N,bitter
CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,bitter
C(=O)([O-])[O-].[Mg+2],odorless
CCOC(=O)C(C1=C(OC2=CC=CC=C2C1=O)O)C3=C(OC4=CC=CC=C4C3=O)O,bitter
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,bitter
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,bitter
CC(=O)C1=CC=CC=C1N,sweet
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,bitter
C1=CN=CC=C1C2=CC=NC=C2,bitter
CC(C)CNCCOC(=O)C1=CC(=CC=C1)N.Cl,bitter
CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,sweet
CC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O,bitter
CCCOC(=O)CC(C)C,bitter
C=CO,odorless
CC1=CCC(CC1)(C(C)C)O,sweet
CC1=C(C(=CC=C1)C)O,sweet
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,sweet
CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,bitter
C=CCOC(=O)C1=CC=CC=C1,sweet
CCC(CC)O,sweet
C(=O)([O-])[O-].[K+].[K+],odorless
CC1=CCC(=C(C)C)CC1,sweet
CCCC(=O)CC,sweet
CC(C)CC(=O)OCC(C)C,sweet
CCCCC(CC)O,bitter
CCCCOC(=O)CC,sweet
CC1C=CC(=O)O1,sweet
CCCCOC(=O)CC(=O)C,sweet
CC(=O)CCC(=O)O,sweet
CCC(=O)C(=O)C,sweet
CN1C(=O)C=CC2=CC=CC=C21,bitter
CCOC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],sweet
COC(=O)C1=CC=CO1,sweet
CCCOC(=O)C1=CC=CO1,sweet
CCC(C=C)O,bitter
CCOC(=O)C1=CC(=C(C=C1)O)OC,sweet
CC(C)C(=O)OC(C)C,sweet
CC1=CC=CC(=C1)C=O,sweet
CC(=O)OC1CCCCC1,sweet
CC(=O)OCC1=CC=CO1,sweet
CCCC(=O)OC,sweet
CCCCC(=O)OC,sweet
CCC(C)COC(=O)C,sweet
CCCCCOC(=O)CC,sweet
CCCCCC(=O)OCCC,sweet
CC(=O)OCC1CCCO1,sweet
COC1=CC=C(C=C1)C=C,sweet
CCC(=O)OC(C)C,bitter
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,bitter
CCCOC(=O)C(C)C,sweet
C(C(C(C(C(C(=O)CO)O)O)O)O)O,sweet
CC(C)CCOC(=O)CC(C)C,sweet
CCC1CCC(=O)O1,sweet
CCCC1CCCC(=O)O1,sweet
CCCCCC1CCCC(=O)O1,sweet
CCCCCCC1CCC(=O)O1,sweet
CCCCCCCC1CCCC(=O)O1,sweet
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,bitter
CC(=C)CCO,sweet
C1CCC(=O)C(=O)C1,sweet
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],odorless
CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],odorless
CCCCCCCC(=O)C,sweet
CC1CCCC(=O)O1,sweet
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+],odorless
C(C(C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],odorless
CCC(C)C(=O)OC,sweet
CC(C)OC(=O)C1=CC=CC=C1,sweet
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,bitter
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,bitter
C=CS(=O)C=C,bitter
CC(=O)C1=CC(=C(C=C1)OC)OC,sweet
CCC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,bitter
CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,odorless
CC(=CCOC(=O)C)C,sweet
CC(=O)C1=CC=CO1,sweet
CC1(C2CCC(C2)(C1=O)C)C,bitter
CC1=CC=C(C=C1)C(C)(C)O,sweet
CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],bitter
[OH-].[OH-].[Ca+2],odorless
O=[Ca],odorless
O=[Mg],odorless
O=[Zn],odorless
CC1=C(C=CC(=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2)C(C)(C)CC(C)(C)C.[Cl-],bitter
[O-][Si]([O-])([O-])[O-].[Ca+2].[Ca+2],odorless
CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,bitter
C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O,bitter
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O,bitter
CC1=CC(=C(C=C1)O)C(=O)C,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O)O.[Mg+2],sweet
CC(C=CC1=CC=CC=C1)O,sweet
CC1(C2CCC(C2)(C1O)C)C,bitter
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl,bitter
CCCCCCC1OCC(O1)CO,sweet
CCCCCCCCC(=O)OC,sweet
C=CCOC(=O)CC1=CC=CC=C1,sweet
C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,bitter
CCCCCCCC(=O)OCCC(C)C,sweet
CCCCCOC(=O)C1=CC=CC=C1O,sweet
CCCC(=O)OCC=C,sweet
CCCCOC(=O)CCC(=O)C,bitter
CC(=C)C1CCC(=CC1)C=O,sweet
CC1=CCC(CC1)C(C)(C)OC=O,bitter
CC(C)COC1=CC2=CC=CC=C2C=C1,sweet
C1=CC=C(C=C1)CCN=C=S,bitter
CCCCCCCCC1CCC(=O)O1,sweet
CCCCCCOC(=O)C(C)C,sweet
CCC(C)COC(=O)C(C)CC,sweet
CC1(CCC(CC1)C(C)(C)O)O.O,bitter
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,bitter
C1=CC=C2C(=C1)C(=O)NS2,sweet
CCCCCCOC(=O)CCC,sweet
C=CCOC(=O)CCC1CCCCC1,sweet
CC1=CC(=O)CC1,sweet
CCCC1=CC(=C(C=C1)O)OC,sweet
CC(C)CC(=O)OCC=C,sweet
C(CO)C(CO)O,sweet
COC1=NC=CN=C1,sweet
CC1C(=O)CCO1,sweet
CCC1=CC=CO1,sweet
CCCCC1CCCC(=O)O1,sweet
CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC(=C)Br,bitter
C(=O)C(C(C(C(C(=O)O)O)O)O)O,sweet
CC(CC(C)(C)O)OC(C(Cl)(Cl)Cl)O,bitter
C1=CC=C(C=C1)OCC(=O)O,sweet
CC(C(C(C(C=O)O)O)O)O,sweet
CC1C(=O)C(=C(O1)C)O,sweet
CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],bitter
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,bitter
CCCC(=O)C(=O)C,sweet
CC[NH+](CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.[Cl-],bitter
CCCCCCCC(=O)OCC=C,sweet
CCCC(=O)OC1=CC=CC=C1,sweet
C1CCC(CC1)OC=O,sweet
C1CCC2C(C1)CCC(=O)O2,sweet
CCCCC1=CC=CO1,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+],sweet
CC(CCC=C(C)C)O,sweet
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+],odorless
CCC1=CC=C(C=C1)C=O,bitter
CCCCCC1=CC=CS1,sweet
CCC1=C(C(=O)C=CO1)O,bitter
CCCCCCOC(C)OCCCCCC,sweet
CC(=O)CCC1=CC=C(C=C1)O,sweet
CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,bitter
CC(C1OCC(O1)CO)I,bitter
C(C(C1C(=O)C(=C(O1)[O-])O)O)O.C(C(C1C(=O)C(=C(O1)[O-])O)O)O.[Ca+2],odorless
C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].O.O.[Ca+2],sweet
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],bitter
CC[NH+](CC)CCCC(C)[NH2+]C1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.[Cl-].[Cl-],bitter
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.N,sweet
C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2],sweet
CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2,bitter
COC1=CC=CC=C1S,sweet
[He],odorless
CCC(C)C(=O)OCC,sweet
[O-]S(=O)(=O)[O-].[Mg+2],bitter
CC(CCC=C(C)C)NC.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,bitter
CC(C)C(=O)C(=O)C,sweet
C=CCOC(=O)COC1=CC=CC=C1,sweet
C(CC(=O)[O-])C(C(=O)O)N.[NH4+],odorless
OP(=O)([O-])[O-].[Na+].[Na+],odorless
[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],odorless
O=[Si]=O,odorless
[N+](=O)([O-])[O-].[Na+],odorless
CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Ca+2],bitter
[O-]S(=O)(=O)[O-].[Fe+2],odorless
[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],odorless
CCCCOC(=O)C1=CC=CC=C1N,sweet
[N+](=O)([O-])[O-].[K+],odorless
C1CCC(CC1)NS(=O)(=O)O.[Mg+2],sweet
[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],odorless
[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],odorless
[O-]S(=O)(=O)[O-].[Ca+2],odorless
[O-]S(=O)(=O)[O-].[K+].[K+],bitter
CC(C)COC(=O)C1=CC=CC=C1N,sweet
N.N.OS(=O)(=O)O,odorless
[O-]I(=O)=O.[O-]I(=O)=O.[Ca+2],odorless
[O-]P(=O)([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],odorless
COC1=CC=CC(=C1O)CC(CS(=O)(=O)[O-])OC2=C(C=C(C=C2)CCCS(=O)(=O)[O-])OC.[Ca+2],odorless
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,odorless
C(C(C(C(C(C=O)O)O)O)O)O,sweet
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)COC4(C(C(C(O4)CO)O)O)COC5(C(C(C(O5)CO)O)O)COC6(C(C(C(O6)CO)O)O)COC7(C(C(C(O7)CO)O)O)COC8(C(C(C(O8)CO)O)O)COC9(C(C(C(O9)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)COC1(C(C(C(O1)CO)O)O)CO)O)O)O)O,sweet
CCOC1=CC=C(C=C1)C=O,sweet
O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Mg+2],bitter
[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+],odorless
[O-]S(=O)[O-].[K+].[K+],odorless
[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Mg+2],bitter
COC(CNC(=O)N)C[Hg]Cl,bitter
[Br-].[Br-].[Sr+2],bitter
CCCCCCCCCCCCC=O,sweet
[NH4+].[Cl-],odorless
CCC1=NC=C(N=C1)C,sweet
CC1=CCC2C(C1)C2(C)C,sweet
CC(C)CC(=O)C(=O)C,sweet
CCC1=NC=CN=C1,bitter
CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O,bitter
CC1=CCC(CC1)(C(C)CCC=C(C)C)O,sweet
CN1C(=O)C2=CC=CC=C2S1(=O)=O,sweet
CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],bitter
C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,bitter
CCC(C)C(=O)OC1CC(CCC1C(C)C)C,bitter
CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,bitter
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,bitter
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(O)[O-])O)O.[Mg+2],sweet
CC1CCC(CC1OC(=O)C)C(=C)C,sweet
CC(=O)C1=NC=CN=C1,bitter
CCOC(=O)N1C=CN(C1=S)C,bitter
CC(=O)CCC1=CC(=C(C=C1)O)OC,sweet
CCC(=O)OCC1=CC=CC=C1,sweet
CC(=O)OCCCC1=CC=CC=C1,bitter
CC(=O)CC1=CC=C(C=C1)OC,sweet
C1=CC=C(C=C1)CCCO,sweet
COC1=CC=C(C=C1)C=O,bitter
CCCC(=O)CCC,sweet
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,sweet
CC1OC(OC(O1)C)C,sweet
CCCCCC(=O)OCC,sweet
CCCCCC(=O)OCC=C,sweet
CC(C)CCOC(=O)C,bitter
CCCCCCCCCCCCCC(=O)OCC,sweet
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,bitter
CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[I-],bitter
CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,bitter
C1=CC(=CC=C1O)S(=O)(=O)[O-].C1=CC(=CC=C1O)S(=O)(=O)[O-].[Ca+2],bitter
CC1(C2CC=C(C1C2)CCO)C,sweet
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,bitter
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.O,sweet
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O.O,bitter
CC1=CC=CC=C1OC,sweet
CCC1C(=O)C(=C(O1)C)O,sweet
CC(C(C(C(C(C=O)O)O)O)O)O,sweet
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O,bitter
CC1=CC(=O)NS(=O)(=O)O1,bitter
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,bitter
CCCCCC1CC=CC(=O)O1,sweet
CC(C)OC1=C(C=C(C=C1)[N+](=O)[O-])N,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)OP(=O)(O)O)O,sweet
CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,sweet
CCCC(C)OC(=O)CCC,sweet
C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)N,sweet
CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3,bitter
CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,bitter
CCCC(CC1=CC=C(C=C1)OCC[N+](C)(C)C)C2=CC=C(C=C2)OCC[N+](C)(C)C.[I-].[I-],odorless
C(C(C(=O)O)N)S.Cl,odorless
CC(C)C(=O)OCCC(C)CCC=C(C)C,sweet
CC1=CC=C(C=C1)C(C)C=O,sweet
COC(CC1=CC=CC=C1)OC,bitter
CC(C)COC(=O)CC1=CC=CC=C1,sweet
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,sweet
CC(C)C(=O)OCCOC1=CC=CC=C1,sweet
CC1=CC=C(C=C1)CC=O,sweet
CC(=O)CCC1=CC=C(C=C1)OC,sweet
C1=CC=C(C=C1)CCCOC=O,sweet
C1CCCCCC(=O)OCCOC(=O)CCCCC1,sweet
CC(CCC=C(C)C)C=O,sweet
CC(=CC=O)C,sweet
CC(=CCCC(C)(C=C)OC=O)C,bitter
CC1=C(C(CC=C1)(C)C)C=O,sweet
CC(C)COC(=O)C1=CC=CC=C1,sweet
CC(CCCC(=C)C)CCOC=O,bitter
CCCCCCCCOC(=O)CC,sweet
CC1(C2CC=C(C1C2)C=O)C,sweet
CCCCC(=O)OCCCC,sweet
CC(=O)OC1=CC=CC=C1OC,sweet
CCC(=O)OCC1=CC=CO1,sweet
CCCCCCOC=O,sweet
CCCC(=O)OC(C)C,sweet
CCCCCCCC(=O)OCCCCC,sweet
CCC1C(=C(C(=O)O1)O)C,sweet
CC1=CC(=C(C=C1)C=O)O,bitter
CCCC(CC1=CC=CC=C1)O,sweet
CC(=O)OC1=C(C=C(C=C1)C=O)OC,sweet
CCCCCCC(=O)CC,sweet
CC1=CCC(C1(C)C)CCOC(=O)C,sweet
CC1=CCC(C1(C)C)CCO,sweet
CC(CCC=C(C)C)CC(=O)OC,sweet
CC(C)CCOC(=O)CC(=O)C,sweet
CC(CCC1=CC=CC=C1)O,sweet
CCCCCCCOC(=O)C(C)C,sweet
CC1C(=O)C(=C(O1)C)OC,sweet
CC1C(=O)C(=C(O1)C)OC(=O)C,sweet
C1=CC=C2C(=C1)C=C(O2)C=O,bitter
CCC(=O)OC1CCCCC1,sweet
CCCCCC(=O)OCCC1=CC=CC=C1,sweet
CC(CCC=C(C)C)CCOCC=O,sweet
CCCCCCCCC(=O)OCC=C,sweet
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,sweet
CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,sweet
CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,sweet
CCC(CC)COC(=O)C,sweet
CCOC(=O)CCC1=CC=CO1,sweet
CCOC(=O)CCCC1=CC=CC=C1,sweet
CCCCCCOC(=O)CC(C)C,sweet
CCCCCCC1CC(CO1)OC(=O)C,sweet
CCOC(=O)CCC1CCCCC1,sweet
CCC(C)(CCC1=CC=CC=C1)O,sweet
CC1=CC(=C(O1)C)C(=O)C,sweet
